x,y
6,0.20371065847445619
10,0.9041034909163174
14,1.116820998667453
18,1.2332440811823442
22,1.3909957125580934
26,1.1993746999542498
30,1.147417255839341
34,1.0740337734194647
38,1.0081696257515582
42,0.9713478105550866
46,1.0336712885465311
50,1.043173782906689
54,0.9556292698710291
58,0.9728838502942424
62,0.9672726861925425
66,0.9868961919685304
70,1.0033939539996697
74,0.9585907172015906
78,0.9901504535557459
82,1.0144702012622473
86,1.0207703065121942
90,0.9787346079574262
94,1.003448199136895
98,0.9373010251190704
