x,y
6,0.3272452775585861
10,0.8740163088530826
14,1.0652297542785167
18,1.2856099010863702
22,1.2699730417686508
26,1.191262774809531
30,1.1404208398105373
34,1.102900820051512
38,1.0437134915312096
42,0.9747595730723472
46,1.0585216028508413
50,0.9827281872867776
54,0.9779013117106069
58,0.9921118690842344
62,0.9782900928317366
66,0.9837393526640996
70,0.9912259685840731
74,0.9761413895033448
78,0.9673905624331599
82,1.0108822153480816
86,1.015303298854455
90,0.9739110154085227
94,0.990478888469975
98,0.9956884419724351
