x,y
6,0.38408893294278196
10,1.0338284960745479
14,1.1890947960112448
18,1.3384558850955128
22,1.324453652453758
26,1.2160587140545813
30,1.1485289447389204
34,1.0779354521249342
38,1.0243684157335156
42,0.9666963829295155
46,1.0020909659132622
50,0.9953118976847488
54,0.9696059648848201
58,0.9795902343658087
62,0.9681294369767012
66,0.9911712385101176
70,0.9917092218254729
74,0.9690600530024095
78,1.0067095228853207
82,0.9981529374809768
86,0.991059460714673
90,0.9852614075347135
94,1.0062019487558493
98,0.948469432243501
