x,y
6,0.39055953536607935
10,0.8416193761047002
14,1.0322140436329965
18,1.332068232359467
22,1.2931062403096254
26,1.2440966877928672
30,1.107280189269776
34,1.0632360927806919
38,1.0850262949788068
42,0.9743306744308207
46,1.0225827872296753
50,0.9881282483284342
54,0.9793794824349928
58,0.9850672725932289
62,0.9813281517389969
66,0.9976384159771924
70,0.9763219718059708
74,0.9635146709319555
78,1.0001152790038765
82,1.0289438687605421
86,1.018309430809266
90,0.9801827360878239
94,1.0186319589676858
98,0.9670736972834402
