x,y
6,0.33357926380383135
10,0.9576126543637176
14,1.1318095937163146
18,1.3534802249924454
22,1.2627703351101809
26,1.2404666042811638
30,1.1042933334868306
34,1.1197661780062236
38,1.0690884198584294
42,0.9766877003291264
46,1.0229030932263687
50,1.0037989951068012
54,0.9765853180701363
58,0.9741923699663826
62,0.9721721893108308
66,0.9737774870179645
70,1.0142634288828647
74,0.9921305346224978
78,0.9853178547324031
82,1.000034699498515
86,0.9895038661871363
90,0.9899464424217229
94,1.0113017491980731
98,0.9943123364380078
