x,y
6,0.24331522402654263
10,0.9784817735634137
14,1.1287986957355123
18,1.353954721000185
22,1.3342972290038404
26,1.1952220371241624
30,1.1057366635917059
34,1.094821506161505
38,1.0543742785982158
42,0.9540649113560876
46,1.0053030621906283
50,1.0009333976366017
54,0.9704110071458316
58,0.9926380212674323
62,0.9631080246813903
66,0.9904862662692746
70,0.9719125681508425
74,0.9619115249111542
78,1.0103895866497543
82,0.9921021448673198
86,1.011784150583056
90,0.992286721017701
94,1.006693587525359
98,0.9507927712601829
