x,y
6,0.24241599901871708
10,0.8562918774524862
14,1.090019947951673
18,1.3080061259380562
22,1.3287974286201807
26,1.192890463050941
30,1.110036643612455
34,1.0809666982096777
38,1.0661118311372688
42,0.9711569391017045
46,1.0023381170423071
50,1.0214574601614
54,0.9762085967883137
58,1.0225845028561436
62,0.9682657641662343
66,0.9763208937457726
70,0.9931054033236248
74,0.9492907364978428
78,0.9897077917283026
82,1.0238268076405976
86,1.0156208136869307
90,0.954646382649227
94,1.0168681347847182
98,0.9763590959635317
