x,y
6,0.3228671793894788
10,0.8838648770477294
14,1.0814185872268334
18,1.2500211480063612
22,1.3050787603078016
26,1.1920779309751954
30,1.1015355592848908
34,1.0557293608892482
38,1.021000468207008
42,0.9286412783066094
46,1.0450653759279696
50,1.0162399405133735
54,0.9766215511027242
58,0.9927762772983802
62,0.9819191258595156
66,0.9631707175564745
70,0.9770433971229026
74,0.9840623806727871
78,0.9809291216369505
82,1.0057157204464893
86,0.9973254439893765
90,0.953977529369245
94,0.9934906128253085
98,0.9814353084304209
