x,y
6,0.292438780730599
10,0.9535745065495655
14,1.0717741765998277
18,1.4297072912613473
22,1.3442460032411665
26,1.2098084071474673
30,1.0961784233244225
34,1.0633307520251425
38,1.0462486675941314
42,0.9800615221907774
46,1.02336181433023
50,0.9963089088167005
54,0.9792128656811016
58,0.993797368777129
62,0.9515442797214391
66,0.9910995058066713
70,0.998498840042914
74,0.9783864238515488
78,0.9845775546568605
82,0.9782787829598102
86,0.9900194169021177
90,0.9900417727740949
94,1.025756886855753
98,1.0009904529010603
