x,y
6,0.3663330444429613
10,0.9293413264963668
14,1.1332929047270155
18,1.3050828475887153
22,1.3042788882085299
26,1.1726090260560855
30,1.1333865145696844
34,1.0929499284258588
38,1.0471067855809935
42,0.9736616851131634
46,1.025335384263437
50,0.9987249107878982
54,0.9511722991064488
58,0.9988134918990312
62,0.9801355423230457
66,0.9796957194389525
70,0.972112009974359
74,0.9871462299521913
78,0.9922279647712396
82,1.0067952284311321
86,1.0025240834089888
90,0.9786137999538017
94,0.997120475361727
98,0.9579008972648796
