x,y
6,0.2631975638068065
10,1.0860877130067994
14,1.1799293945663707
18,1.386198806106957
22,1.2803343296820142
26,1.146817796258973
30,1.078686165413166
34,1.032628555256934
38,1.0619654471711981
42,0.9912269780635029
46,1.0321281238053535
50,1.0052335540508734
54,0.9768127482683763
58,0.9934159843447373
62,0.9861382123458386
66,0.9696657412355516
70,0.9895465708343678
74,0.9667107573167775
78,0.973068898949009
82,0.9935915194162601
86,1.0122308971963727
90,0.9910773529459233
94,0.9730402895309872
98,0.983359219923683
