x,y
6,0.31028393653467834
10,0.8647177345606971
14,1.1115557670858347
18,1.3730242353673037
22,1.3388041563827249
26,1.1941584594074686
30,1.1294627630831577
34,1.071357852136209
38,1.0429380340479597
42,0.9376032140764402
46,1.01096799567897
50,0.9861881728565978
54,0.9892824870282347
58,0.9978346059064553
62,0.983220489874797
66,0.9843181074419556
70,1.0000648290860148
74,0.9740008967152355
78,1.0035234128072112
82,1.008726938536869
86,0.9942246524146446
90,0.9755703357469512
94,1.0155914571208318
98,0.9891084919328017
