x,y
6,0.36360500469775703
10,1.0130195996989417
14,1.1281445867240638
18,1.3359344233238888
22,1.331532906999998
26,1.2411018582949287
30,1.1124026209625089
34,1.099351565453124
38,1.0439939306910508
42,0.9689028137698141
46,1.020892659173984
50,0.9952152703846552
54,0.9549908152993807
58,0.9927731506166031
62,0.9860640537109051
66,0.9913336755118377
70,1.0062593492330842
74,0.9676717133362402
78,1.0122652345687635
82,1.0014058308818339
86,1.0169435947942864
90,0.9924531574711142
94,0.9935386640165913
98,0.9634476956544177
