x,y
6,0.20016570270128095
10,0.7436700410830178
14,1.0702577732701197
18,1.2354339151967295
22,1.2668058387729388
26,1.202099964546765
30,1.0995306353420677
34,1.1059977519594615
38,1.0569855217624369
42,0.9861072912495876
46,1.0436329203473258
50,1.0029246431126606
54,0.9630251599187095
58,1.0008796204027275
62,0.9726619082217256
66,0.979716183378334
70,1.0005289623524103
74,0.9532815788235405
78,0.9736942020371516
82,1.0108181038865478
86,1.0288450297479037
90,1.0006176112355991
94,1.0448357364827694
98,0.9539594929821661
