x,y
6,0.30398115559087835
10,0.9647610684992806
14,1.0725855455721185
18,1.293646883690791
22,1.3589736482439718
26,1.193271707220618
30,1.0903163719236437
34,1.095756229907015
38,1.0333996836693193
42,0.9520721414719372
46,1.0002747433753159
50,1.0112263619700914
54,0.9621497978049521
58,0.9945446073483798
62,0.9618991746769701
66,0.999230610835744
70,1.0052588231089912
74,0.9817290876813557
78,0.9925557341637029
82,1.0128247688557053
86,1.0176277118611747
90,0.9995183621204502
94,1.0050717192647873
98,0.970632318480429
