x,y
6,0.26381838831517634
10,0.835236184549351
14,1.065886985401876
18,1.2384555260690906
22,1.3634374934594944
26,1.1935755894347821
30,1.1219436468441206
34,1.1059408976009242
38,1.0299916030789722
42,0.9766884780420886
46,1.0386160058667038
50,1.0023714492007272
54,1.0032645765688835
58,0.9985964342527341
62,0.9729494910550921
66,0.9907302903853471
70,1.0193025632732913
74,0.9819139938469558
78,0.9879484267539722
82,0.9950967005286683
86,0.9940327343890925
90,0.9772736917096596
94,1.0059363297028943
98,0.9820147543232474
