x,y
6,0.29340022187638387
10,0.7875168956202208
14,1.1412918819330493
18,1.2792001745438066
22,1.2960763249266494
26,1.2152743983637844
30,1.0767264562875545
34,1.0989589540617188
38,1.0503905738786588
42,1.0041959945484131
46,1.0431658694656627
50,1.0040879201161148
54,0.9609914085918573
58,0.9941536589992707
62,0.9573248191646604
66,0.9875160928218591
70,0.9922571447239036
74,0.9631056951835035
78,0.9940034210315818
82,1.0124527001418069
86,1.0092956841365393
90,0.9703123354435299
94,1.0166464992899722
98,0.971606619110411
