x,y
6,0.22690699267474562
10,0.9207298458049081
14,1.1059644983099683
18,1.2854441741856546
22,1.307946547329048
26,1.217485471519236
30,1.1368033713525216
34,1.105185270512452
38,1.0261583981333349
42,0.9942015724659601
46,1.050229430963282
50,0.9758988858438191
54,0.9806966236254401
58,1.006347798355203
62,0.9887586109196295
66,0.9894467273757918
70,0.9773775493112711
74,0.9645420956845235
78,0.968011546879367
82,1.0044622430809425
86,1.0323735957627702
90,0.9950105888675457
94,1.0111822913451456
98,0.9649707275674068
