x,y
6,0.39641240816860646
10,0.9330026682415435
14,1.0374514292346275
18,1.3396895181255368
22,1.2907713432561807
26,1.182630229996103
30,1.1431062839446666
34,1.06660285384188
38,1.0396862972517742
42,0.9518475252466998
46,1.0519385887184924
50,0.9936561551981474
54,0.9742526389816105
58,0.9746094945797826
62,0.9949564460407917
66,0.9684835189515502
70,1.0074754445347034
74,0.983557621101572
78,1.0093720013409726
82,1.0308135591207654
86,0.9909252526708068
90,0.9913193748824167
94,1.003037113222876
98,0.976672994424181
