x,y
6,0.2770593434348362
10,0.8654110209877779
14,1.0772980259426075
18,1.3161993130321021
22,1.2924312756484708
26,1.1425825778642762
30,1.1053244621168201
34,1.1100616854388061
38,1.032306336229982
42,0.929147148190948
46,1.027703449792532
50,1.0107307479602696
54,0.9737470482555081
58,0.9884075354362987
62,1.0004283978080457
66,1.0069877886003238
70,0.9937208196406412
74,0.9794242398395661
78,0.9988541672447054
82,1.0170143009524062
86,1.0249164098128765
90,0.9968406277987761
94,1.0024507600003627
98,0.9632152988927198
