x,y
6,0.26527388388177603
10,1.0532342823223357
14,1.135188255938014
18,1.2398625162172974
22,1.316568758546766
26,1.1243156257973963
30,1.113567630787724
34,1.102421364378258
38,1.066795713634102
42,0.9689283383861943
46,1.0172412496293959
50,1.0268488176070203
54,0.98524417192597
58,1.012058521809039
62,0.9718136898267402
66,0.9897121583201861
70,0.9702790558535924
74,0.9738729766754255
78,0.9668859552996608
82,0.9920294335181989
86,0.9863093465670453
90,1.000172013579436
94,1.0113627155288754
98,0.9632449258031757
