x,y
6,0.3505960285887675
10,0.8978549458540168
14,1.102481381949847
18,1.264684970094279
22,1.2940336731054227
26,1.2315547454657059
30,1.120526876854507
34,1.104442496042763
38,1.030121922054159
42,0.9975365914486239
46,1.0505145909771807
50,0.9986238936664003
54,0.9311141424846495
58,0.9952652027452592
62,1.0123298744473743
66,0.981520062316537
70,0.9810171121079784
74,0.9916161792489003
78,0.9861275486901819
82,1.0130861749439801
86,1.0159229337875404
90,0.9664772089234989
94,1.0028414311120613
98,0.9863105172979739
