x,y
6,0.2562685611259299
10,0.7466915362404305
14,1.0824665399293298
18,1.3791999767508525
22,1.3580660468031351
26,1.172386816408498
30,1.1015531161310408
34,1.0703309342281628
38,1.009833920390177
42,0.9611982153398175
46,1.0243762602700077
50,1.000423860672047
54,0.9745866643132257
58,1.004404494859974
62,0.9939600905882556
66,0.9813226383278092
70,0.9922214243967473
74,0.9683222379317082
78,0.9994372323660544
82,1.0048215715547841
86,0.9933944623907198
90,0.979201204555178
94,1.009956687016114
98,0.9586310583146854
