x,y
6,0.36787856084582016
10,0.9689878040347437
14,1.1117385834181068
18,1.2952580743364395
22,1.323166332069771
26,1.1862513266430288
30,1.1350995887723099
34,1.1134050499773376
38,0.9950976879671244
42,0.9647104966673219
46,1.0174693585557684
50,0.9896827262985818
54,0.9729314039633913
58,0.9921476266271789
62,0.9834787722705797
66,0.9865525000296017
70,1.000145054511812
74,0.9574761532345081
78,0.9896013499390945
82,1.0260900391538135
86,0.9739969237208936
90,1.0087130605183843
94,0.994903492886925
98,0.9862145368964306
