x,y
6,0.2789715125575965
10,0.9736453467909105
14,1.1213865520701662
18,1.3438954303945518
22,1.3670404704491277
26,1.1695457216705019
30,1.1022540546976358
34,1.0958616133130148
38,1.0246681921793523
42,0.9495170635126647
46,1.0240040318278014
50,0.9950080770535419
54,0.9608459319537084
58,0.9992109626995623
62,0.9866436704116344
66,0.9920154042134242
70,1.004324704791616
74,0.9846423870857527
78,0.9768205906566195
82,1.005013886833866
86,1.0085394251889575
90,0.9929536766783148
94,0.9825750718836584
98,0.9949874185681993
