x,y
6,0.3514431578701759
10,0.7834662663782177
14,1.1157292075339627
18,1.2756762623455
22,1.2746432958413902
26,1.1837862005703335
30,1.149653666495318
34,1.0874859875907135
38,1.0459405253196383
42,1.0088675744998818
46,1.0068543338983988
50,1.0220894522535966
54,0.9656165866840973
58,0.9859956301909076
62,0.9709439981965474
66,0.9593718781215569
70,0.9746515129444645
74,0.9530737266779981
78,0.9872810571565623
82,1.0164140237219004
86,1.0204135698188928
90,0.9815149929983634
94,1.0060358045654272
98,0.9771513361579522
