x,y
6,0.38574533938796335
10,0.9191380803265116
14,1.1187758625216186
18,1.340186267430562
22,1.3453046084002
26,1.2412948917924558
30,1.118073559153247
34,1.0865275890524855
38,1.0442828758012985
42,0.9696095218109602
46,1.052677926394303
50,1.0034055954201508
54,0.9802941581558775
58,0.9941342875749353
62,0.9941138358365412
66,0.9557335287432781
70,1.0002503678725811
74,0.9786250578692077
78,0.9794218305315766
82,1.0353060628795894
86,1.0041442905197777
90,0.9838845464017061
94,0.9888355138228107
98,0.982415667553399
