x,y
6,0.3103491214970671
10,1.0607257611942786
14,1.114683347151259
18,1.3590058143698045
22,1.2628172411202723
26,1.1879505899504226
30,1.1171753132490037
34,1.0757410707745232
38,1.0297095124055098
42,0.9630955724845438
46,1.0210796055267395
50,1.0223549539943688
54,0.9879406121694643
58,0.974703503100984
62,0.9988820226619058
66,0.9820699627871798
70,0.9948837084248018
74,0.9661881843102614
78,1.005126161150748
82,1.0163489264290535
86,0.9995567933548901
90,0.9869602953207732
94,0.9863867921516097
98,0.9949675115191882
