x,y
6,0.21130121040276703
10,1.0456456360954736
14,1.093335742142092
18,1.2698821618680838
22,1.3224013603111855
26,1.2109178599522834
30,1.1200597502295073
34,1.0769979718759073
38,0.9957600366850773
42,0.9389925840162056
46,0.9937132077687959
50,1.0181041827803055
54,0.9843793742810334
58,0.9891861135980622
62,0.9842357559207069
66,0.99109144699331
70,1.0037474555271768
74,0.9755630094292025
78,1.0050221285232122
82,1.007683887972705
86,0.9773363984383374
90,0.9494795677779096
94,1.0161975844833342
98,0.9789120599128994
