x,y
6,0.35108841646882366
10,0.9013239685183685
14,1.127875403809064
18,1.302738457663369
22,1.256495425546804
26,1.258804354168199
30,1.1492043735621302
34,1.0892193505684673
38,1.0364005881651628
42,1.0043702057351602
46,1.0705937103187693
50,1.0006372474421905
54,0.9805626492097524
58,0.9894494552015978
62,0.9811156148101189
66,0.9500210440026161
70,0.9652755592490352
74,0.9752308066030245
78,0.9923136707302164
82,1.012678735760686
86,1.007907349749195
90,0.9948169998759185
94,1.0051720221868796
98,0.9700817542020912
