x,y
6,0.33927929471789403
10,0.877418841610439
14,1.1922180598680663
18,1.263670170926865
22,1.2895826117706883
26,1.2323823184580367
30,1.102256047323162
34,1.1094977684688112
38,1.070792276802799
42,0.9832977131374308
46,1.0238945783256488
50,1.0286419314972193
54,0.978891075674459
58,0.9819918630925494
62,1.0038144001681268
66,0.9859217004222873
70,1.0047560991706206
74,0.9819140681250523
78,0.9886756660565029
82,1.0198702680657952
86,0.9912389069016521
90,0.9743181702890144
94,0.9979773024573986
98,1.0000075568870184
