x,y
6,0.4284755139639053
10,0.9079308238643022
14,1.1184732329581597
18,1.293099808535787
22,1.3033861422489434
26,1.2425486405761446
30,1.1537312360765186
34,1.0977983039149495
38,1.0361965115019118
42,1.0031913298582826
46,1.0315890390648867
50,1.0002487613306537
54,0.9655590966291671
58,0.9902233295845414
62,0.9793521559392611
66,0.9788159691206961
70,1.0009680868092758
74,0.9697016243075844
78,1.0010935294734777
82,1.0016838893434465
86,1.003706101993135
90,0.9894400604718951
94,1.0024130646875655
98,0.9728655664951836
