x,y
6,0.38902178118504066
10,0.9242692669781236
14,1.026668831511397
18,1.2822747837445858
22,1.237417650234939
26,1.2029704513825017
30,1.115455202498643
34,1.0705753682115358
38,1.0537974439139381
42,0.9855468499221306
46,1.0139875193164933
50,1.0064733976313496
54,0.968219423606
58,0.9895430787362599
62,0.9973045701669675
66,0.9723621982848812
70,0.9893009356677765
74,0.9664054401314011
78,1.000251357076649
82,1.0160143212622668
86,0.9930919241281982
90,1.0032053123069151
94,1.0220070669620984
98,0.9958013946447613
